city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands,status,lastUpdate,date
בית שאן,210,47,22,181,24,נדרשת הגדלה של מספר הבדיקות,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אבו גוש,68,42,29,336,53,נדרשת הגדלה של מספר הבדיקות,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
יאנוח-ג'ת,40,33,28,525,50,נדרשת הגדלה של מספר הבדיקות,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
עין קנייא,31,30,17,312,127,נדרשת הגדלה של מספר הבדיקות,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
עמנואל,80,24,11-14,47,57,נדרשת הגדלה של מספר הבדיקות,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
"כפר חב""ד",161,22,15,106,32,נדרשת הגדלה של מספר הבדיקות,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
בענה,73,22,17,209,26,נדרשת הגדלה של מספר הבדיקות,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
רבבה,31, קטן מ-15 ,1-5,28,44,נדרשת הגדלה של מספר הבדיקות,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
ראמה,37, קטן מ-15 ,6-10,107,13,נדרשת הגדלה של מספר הבדיקות,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
שמשית,21, קטן מ-15 ,11-14,173,61,נדרשת הגדלה של מספר הבדיקות,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
לפיד,18, קטן מ-15 ,6-10,38,56,נדרשת הגדלה של מספר הבדיקות,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
פתח תקווה,2391,454,185,3640,18,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
באר שבע,1631,422,131,3148,21,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
חולון,1717,368,118,2362,20,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
ראשון לציון,1602,335,116,3049,14,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
חיפה,1459,332,125,4007,12,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אשקלון,1265,290,64,2333,20,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
רחובות,1212,268,88,1449,19,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
ירכא,382,245,102,1607,157,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
נצרת,543,243,43,642,31,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
רמלה,1088,241,90,1168,32,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
רמת גן,1156,240,77,2583,16,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
בת ים,1310,234,74,1737,18,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
טייבה,804,209,91,1050,48,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
חדרה,641,207,81,2194,22,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
לוד,1257,204,76,1292,27,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קרית גת,813,188,48,879,33,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
ראש העין,617,185,74,1253,31,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
טבריה,762,170,74,816,38,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
מודיעין-מכבים-רעות,677,167,66,1075,19,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
רעננה,659,155,41,1534,21,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קלנסווה,831,143,52,621,62,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קרית אתא,423,132,57,861,23,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
כפר סבא,506,129,56,1354,13,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
הרצליה,641,126,35,1337,14,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
צפת,371,124,35,344,34,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
נהריה,411,118,28,1226,20,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קרית מלאכי,610,114,41,286,47,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
עכו,246,112,50,1018,22,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
מעלה אדומים,332,108,42,592,29,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
יבנה,406,100,42,461,22,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
נס ציונה,366,93,35,598,20,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קרית ביאליק,210,91,26,478,23,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
באקה אל-גרביה,482,90,30,426,30,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
עין מאהל,250,84,20,141,62,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
יפיע,183,82,15,212,43,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
הוד השרון,322,80,21,714,13,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
פרדס חנה-כרכור,252,77,24,616,19,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
כרמיאל,189,76,38,754,16,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אופקים,314,75,26,396,24,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
כפר מנדא,191,73,22,172,36,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
שפרעם,146,72,29,687,17,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
נוף הגליל,161,66,18,427,15,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
רכסים,328,66,20,179,53,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
דייר אל-אסד,248,66,18,232,52,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
רמת השרון,293,64,20,644,14,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
באר יעקב,215,62,26,300,24,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
גבעת זאב,316,62,16,212,33,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
דימונה,375,61,6-10,468,17,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
חורפיש,71,61,20,270,96,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אכסאל,134,60,23,193,40,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
כפר קרע,284,60,33,301,31,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
עפולה,219,59,25,627,11,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קרית אונו,277,58,19,482,15,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
ערערה,158,56,29,362,28,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אילת,391,55,19,394,10,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
יהוד,265,54,17,325,19,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
גבעתיים,289,51,11-14,675,9,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
כפר כנא,104,51,16,275,22,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
גדרה,202,51,16,292,20,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
שוהם,174,48,15,242,24,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
גני תקווה,188,46,22,335,23,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
ריינה,73,46,15,175,28,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
דבוריה,118,44,6-10,297,42,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
טמרה,126,44,11-14,508,13,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
גן יבנה,259,44,6-10,215,20,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
זמר,105,43,20,178,61,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קדימה-צורן,109,43,6-10,227,20,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
ג'לג'וליה,141,42,17,161,41,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
טירת כרמל,116,39,11-14,189,17,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
מגאר,64,39,15,334,17,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
גבעת שמואל,245,38,11-14,274,15,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אבו סנאן,52,38,18,434,29,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קרית ים,123,38,11-14,587,10,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
מבשרת ציון,119,38,20,384,16,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
כפר יונה,108,37,18,301,16,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
"בסמ""ה",72,36,21,235,34,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
ג'סר א-זרקא,151,35,22,530,23,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
ערד,177,35,6-10,269,13,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
מעלות-תרשיחא,76,34,21,503,15,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אור עקיבא,183,34,6-10,231,17,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קרית מוצקין,122,31,1-5,615,7,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
תל מונד,61,31,19,268,24,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
כסיפה,179,29,1-5,83,16,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אבן יהודה,95,29,6-10,323,22,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
עראבה,70,28,11-14,266,11,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
יקנעם עילית,90,28,6-10,222,12,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קרית טבעון,57,28,16,234,18,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
זכרון יעקב,117,28,18,228,13,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
שדרות,166,27,6-10,229,10,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
כאבול,53,27,11-14,165,22,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
שעב,47,26,16,168,36,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קרית שמונה,114,25,6-10,220,11,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
זרזיר,29,24,6-10,87,28,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
ירוחם,71,23,1-5,86,22,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
כפר האורנים,58,23,1-5,49,104,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
מגדל העמק,167,23,11-14,284,9,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
כוכב יעקב,154,23,11-14,98,26,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
דייר חנא,54,22,11-14,115,21,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
חצור הגלילית,41,22,1-5,74,22,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
כפר יאסיף,48,22,11-14,211,21,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קרית יערים,140,21,1-5,91,33,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אריאל,73,20,6-10,202,11,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
מיתר,56,20,1-5,133,20,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
עומר,67,19,1-5,85,24,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
ערערה-בנגב,341,19,1-5,82,10,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
נשר,48,18,6-10,334,8,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
מג'דל שמס,28,18,6-10,173,16,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
מזכרת בתיה,118,18,6-10,163,12,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
צור הדסה,55,18,1-5,106,19,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
ג'ולס,27,18,11-14,216,29,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קרני שומרון,61,17,6-10,90,20,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
מסעדה,21,17,6-10,54,42,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
רמת ישי,20,16,6-10,96,22,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
עיילבון,24,16,6-10,193,28,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
סביון,53,15,1-5,86,35,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
לקיה,54,15,6-10,133,10,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
תל שבע,40,15,6-10,159,7,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
סאג'ור,33, קטן מ-15 ,6-10,71,29,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
חורה,281, קטן מ-15 ,1-5,97,7,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
שלומי,53, קטן מ-15 ,1-5,84,15,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קרית ארבע,41, קטן מ-15 ,1-5,52,14,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
בנימינה-גבעת עדה,72, קטן מ-15 ,1-5,139,8,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אליכין,17, קטן מ-15 ,1-5,51,29,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
עתלית,39, קטן מ-15 ,6-10,79,17,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אעבלין,37, קטן מ-15 ,1-5,126,10,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
פוריידיס,82, קטן מ-15 ,1-5,109,11,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
כאוכב אבו אל-היג'א, קטן מ-15 , קטן מ-15 ,1-5,52,26,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
בית דגן,56, קטן מ-15 ,1-5,57,18,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
טורעאן,39, קטן מ-15 ,6-10,143,7,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אזור,120, קטן מ-15 ,1-5,121,11,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
בסמת טבעון,17, קטן מ-15 ,6-10,81,14,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אורנית,29, קטן מ-15 ,1-5,102,11,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
כסרא-סמיע,22, קטן מ-15 ,6-10,124,11,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
בת חפר,27, קטן מ-15 ,1-5,61,22,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
קרית עקרון,45, קטן מ-15 ,6-10,80,9,"נדרשת הידברות, הסברה ואכיפה",2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
מרכז שפירא,36, קטן מ-15 ,1-5,25,24,,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
גן נר, קטן מ-15 , קטן מ-15 ,1-5,27,8,,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
אבטין, קטן מ-15 , קטן מ-15 ,1-5,21,14,,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
להבים,42, קטן מ-15 ,1-5,62,11,,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
ע'ג'ר, קטן מ-15 , קטן מ-15 ,0,9,4,,2020-08-20T15:31:52.293Z,2020-08-20T15:31:52.293Z
